,score,pipeline,n_dr,thres,subject,session,channels,n_sessions,FreqBand,dataset,fmin,fmax,samples,time,split
0,0.5625,TRCSP+LDA,26,0,1,session_0,26,1,defaultBand,004-2015,8,35,80,0.0,0
1,0.6875,TRCSP+LDA,26,0,1,session_0,26,1,defaultBand,004-2015,8,35,80,0.0,1
2,0.75,TRCSP+LDA,26,0,1,session_0,26,1,defaultBand,004-2015,8,35,80,0.0,2
3,0.5,TRCSP+LDA,26,0,1,session_0,26,1,defaultBand,004-2015,8,35,80,0.0,3
4,0.5,TRCSP+LDA,26,0,1,session_0,26,1,defaultBand,004-2015,8,35,80,0.0,4
5,0.5625,RegCSP+shLDA,26,0,1,session_0,26,1,defaultBand,004-2015,8,35,80,0.0,0
6,0.5,RegCSP+shLDA,26,0,1,session_0,26,1,defaultBand,004-2015,8,35,80,0.0,1
7,0.5,RegCSP+shLDA,26,0,1,session_0,26,1,defaultBand,004-2015,8,35,80,0.0,2
8,0.4375,RegCSP+shLDA,26,0,1,session_0,26,1,defaultBand,004-2015,8,35,80,0.0,3
9,0.5625,RegCSP+shLDA,26,0,1,session_0,26,1,defaultBand,004-2015,8,35,80,0.0,4
10,0.5,CSP+optSVM,26,0,1,session_0,26,1,defaultBand,004-2015,8,35,80,0.0,0
11,0.4375,CSP+optSVM,26,0,1,session_0,26,1,defaultBand,004-2015,8,35,80,0.0,1
12,0.375,CSP+optSVM,26,0,1,session_0,26,1,defaultBand,004-2015,8,35,80,0.0,2
13,0.4375,CSP+optSVM,26,0,1,session_0,26,1,defaultBand,004-2015,8,35,80,0.0,3
14,0.5,CSP+optSVM,26,0,1,session_0,26,1,defaultBand,004-2015,8,35,80,0.0,4
15,0.5,FgMDM,26,0,1,session_0,26,1,defaultBand,004-2015,8,35,80,0.0,0
16,0.5625,FgMDM,26,0,1,session_0,26,1,defaultBand,004-2015,8,35,80,0.0,1
17,0.75,FgMDM,26,0,1,session_0,26,1,defaultBand,004-2015,8,35,80,0.0,2
18,0.75,FgMDM,26,0,1,session_0,26,1,defaultBand,004-2015,8,35,80,0.0,3
19,0.5,FgMDM,26,0,1,session_0,26,1,defaultBand,004-2015,8,35,80,0.0,4
20,0.625,ensemble-noDR,26,0,1,session_0,26,1,defaultBand,004-2015,8,35,80,0.0,0
21,0.375,cov+elasticnet,26,0,1,session_0,26,1,defaultBand,004-2015,8,35,80,0.0,0
22,0.4375,imcoh+elasticnet,26,0,1,session_0,26,1,defaultBand,004-2015,8,35,80,0.0,0
23,0.5,instantaneous+elasticnet,26,0,1,session_0,26,1,defaultBand,004-2015,8,35,80,0.0,0
24,0.3125,ensemble-noDR,26,0,1,session_0,26,1,defaultBand,004-2015,8,35,80,0.0,1
25,0.375,cov+elasticnet,26,0,1,session_0,26,1,defaultBand,004-2015,8,35,80,0.0,1
26,0.625,imcoh+elasticnet,26,0,1,session_0,26,1,defaultBand,004-2015,8,35,80,0.0,1
27,0.375,instantaneous+elasticnet,26,0,1,session_0,26,1,defaultBand,004-2015,8,35,80,0.0,1
28,0.5,ensemble-noDR,26,0,1,session_0,26,1,defaultBand,004-2015,8,35,80,0.0,2
29,0.625,cov+elasticnet,26,0,1,session_0,26,1,defaultBand,004-2015,8,35,80,0.0,2
30,0.3125,imcoh+elasticnet,26,0,1,session_0,26,1,defaultBand,004-2015,8,35,80,0.0,2
31,0.5,instantaneous+elasticnet,26,0,1,session_0,26,1,defaultBand,004-2015,8,35,80,0.0,2
32,0.1875,ensemble-noDR,26,0,1,session_0,26,1,defaultBand,004-2015,8,35,80,0.0,3
33,0.5625,cov+elasticnet,26,0,1,session_0,26,1,defaultBand,004-2015,8,35,80,0.0,3
34,0.375,imcoh+elasticnet,26,0,1,session_0,26,1,defaultBand,004-2015,8,35,80,0.0,3
35,0.625,instantaneous+elasticnet,26,0,1,session_0,26,1,defaultBand,004-2015,8,35,80,0.0,3
36,0.625,ensemble-noDR,26,0,1,session_0,26,1,defaultBand,004-2015,8,35,80,0.0,4
37,0.4375,cov+elasticnet,26,0,1,session_0,26,1,defaultBand,004-2015,8,35,80,0.0,4
38,0.4375,imcoh+elasticnet,26,0,1,session_0,26,1,defaultBand,004-2015,8,35,80,0.0,4
39,0.25,instantaneous+elasticnet,26,0,1,session_0,26,1,defaultBand,004-2015,8,35,80,0.0,4
40,0.5,TRCSP+LDA,26,0,1,session_0,26,1,defaultBand,004-2015,8,35,80,0.0,0
41,0.5,TRCSP+LDA,26,0,1,session_0,26,1,defaultBand,004-2015,8,35,80,0.0,1
42,0.625,TRCSP+LDA,26,0,1,session_0,26,1,defaultBand,004-2015,8,35,80,0.0,2
43,0.3125,TRCSP+LDA,26,0,1,session_0,26,1,defaultBand,004-2015,8,35,80,0.0,3
44,0.5625,TRCSP+LDA,26,0,1,session_0,26,1,defaultBand,004-2015,8,35,80,0.0,4
45,0.4375,RegCSP+shLDA,26,0,1,session_0,26,1,defaultBand,004-2015,8,35,80,0.0,0
46,0.5,RegCSP+shLDA,26,0,1,session_0,26,1,defaultBand,004-2015,8,35,80,0.0,1
47,0.5,RegCSP+shLDA,26,0,1,session_0,26,1,defaultBand,004-2015,8,35,80,0.0,2
48,0.5,RegCSP+shLDA,26,0,1,session_0,26,1,defaultBand,004-2015,8,35,80,0.0,3
