,score,pipeline,n_dr,thres,subject,session,channels,n_sessions,FreqBand,dataset,fmin,fmax,samples,time
0,0.5,RegCSP+shLDA,30,0,1,session_0,30,1,defaultBand,004-2015,8,35,160,0.0
1,0.48750000000000004,RegCSP+shLDA,30,0,1,session_1,30,1,defaultBand,004-2015,8,35,160,0.0
2,0.5,CSP+optSVM,30,0,1,session_0,30,1,defaultBand,004-2015,8,35,160,0.0
3,0.4625,CSP+optSVM,30,0,1,session_1,30,1,defaultBand,004-2015,8,35,160,0.0
4,0.475,FgMDM,30,0,1,session_0,30,1,defaultBand,004-2015,8,35,160,0.0
5,0.525,FgMDM,30,0,1,session_1,30,1,defaultBand,004-2015,8,35,160,0.0
6,0.4625,ensemble-noDR,30,0,1,session_0,30,1,defaultBand,004-2015,8,35,160,0.0
7,0.575,cov+elasticnet,30,0,1,session_0,30,1,defaultBand,004-2015,8,35,160,0.0
8,0.5249999999999999,imcoh+elasticnet,30,0,1,session_0,30,1,defaultBand,004-2015,8,35,160,0.0
9,0.525,instantaneous+elasticnet,30,0,1,session_0,30,1,defaultBand,004-2015,8,35,160,0.0
10,0.44999999999999996,ensemble-noDR,30,0,1,session_1,30,1,defaultBand,004-2015,8,35,160,0.0
11,0.5375,cov+elasticnet,30,0,1,session_1,30,1,defaultBand,004-2015,8,35,160,0.0
12,0.42500000000000004,imcoh+elasticnet,30,0,1,session_1,30,1,defaultBand,004-2015,8,35,160,0.0
13,0.4625,instantaneous+elasticnet,30,0,1,session_1,30,1,defaultBand,004-2015,8,35,160,0.0
14,0.48750000000000004,RegCSP+shLDA,30,0,2,session_0,30,1,defaultBand,004-2015,8,35,160,0.0
15,0.5,RegCSP+shLDA,30,0,2,session_1,30,1,defaultBand,004-2015,8,35,160,0.0
16,0.46249999999999997,CSP+optSVM,30,0,2,session_0,30,1,defaultBand,004-2015,8,35,160,0.0
17,0.5125,CSP+optSVM,30,0,2,session_1,30,1,defaultBand,004-2015,8,35,160,0.0
18,0.5375,FgMDM,30,0,2,session_0,30,1,defaultBand,004-2015,8,35,160,0.0
19,0.5625,FgMDM,30,0,2,session_1,30,1,defaultBand,004-2015,8,35,160,0.0
20,0.525,ensemble-noDR,30,0,2,session_0,30,1,defaultBand,004-2015,8,35,160,0.0
21,0.5125,cov+elasticnet,30,0,2,session_0,30,1,defaultBand,004-2015,8,35,160,0.0
22,0.4375,imcoh+elasticnet,30,0,2,session_0,30,1,defaultBand,004-2015,8,35,160,0.0
23,0.5625,instantaneous+elasticnet,30,0,2,session_0,30,1,defaultBand,004-2015,8,35,160,0.0
24,0.5375,ensemble-noDR,30,0,2,session_1,30,1,defaultBand,004-2015,8,35,160,0.0
25,0.525,cov+elasticnet,30,0,2,session_1,30,1,defaultBand,004-2015,8,35,160,0.0
26,0.4875,imcoh+elasticnet,30,0,2,session_1,30,1,defaultBand,004-2015,8,35,160,0.0
27,0.5375000000000001,instantaneous+elasticnet,30,0,2,session_1,30,1,defaultBand,004-2015,8,35,160,0.0
28,0.475,RegCSP+shLDA,30,0,3,session_0,30,1,defaultBand,004-2015,8,35,160,0.0
29,0.5375,RegCSP+shLDA,30,0,3,session_1,30,1,defaultBand,004-2015,8,35,160,0.0
30,0.525,CSP+optSVM,30,0,3,session_0,30,1,defaultBand,004-2015,8,35,160,0.0
31,0.5,CSP+optSVM,30,0,3,session_1,30,1,defaultBand,004-2015,8,35,160,0.0
32,0.5,FgMDM,30,0,3,session_0,30,1,defaultBand,004-2015,8,35,160,0.0
33,0.475,FgMDM,30,0,3,session_1,30,1,defaultBand,004-2015,8,35,160,0.0
34,0.5,ensemble-noDR,30,0,3,session_0,30,1,defaultBand,004-2015,8,35,160,0.0
35,0.4875,cov+elasticnet,30,0,3,session_0,30,1,defaultBand,004-2015,8,35,160,0.0
36,0.575,imcoh+elasticnet,30,0,3,session_0,30,1,defaultBand,004-2015,8,35,160,0.0
37,0.4875,instantaneous+elasticnet,30,0,3,session_0,30,1,defaultBand,004-2015,8,35,160,0.0
38,0.48750000000000004,ensemble-noDR,30,0,3,session_1,30,1,defaultBand,004-2015,8,35,160,0.0
39,0.525,cov+elasticnet,30,0,3,session_1,30,1,defaultBand,004-2015,8,35,160,0.0
40,0.4875,imcoh+elasticnet,30,0,3,session_1,30,1,defaultBand,004-2015,8,35,160,0.0
41,0.525,instantaneous+elasticnet,30,0,3,session_1,30,1,defaultBand,004-2015,8,35,160,0.0
42,0.475,RegCSP+shLDA,30,0,4,session_0,30,1,defaultBand,004-2015,8,35,150,0.0
43,0.4857142857142857,RegCSP+shLDA,30,0,4,session_1,30,1,defaultBand,004-2015,8,35,150,0.0
44,0.46249999999999997,CSP+optSVM,30,0,4,session_0,30,1,defaultBand,004-2015,8,35,150,0.0
45,0.5285714285714286,CSP+optSVM,30,0,4,session_1,30,1,defaultBand,004-2015,8,35,150,0.0
46,0.5,FgMDM,30,0,4,session_0,30,1,defaultBand,004-2015,8,35,150,0.0
47,0.4285714285714286,FgMDM,30,0,4,session_1,30,1,defaultBand,004-2015,8,35,150,0.0
48,0.4875,ensemble-noDR,30,0,4,session_0,30,1,defaultBand,004-2015,8,35,150,0.0
49,0.4875,cov+elasticnet,30,0,4,session_0,30,1,defaultBand,004-2015,8,35,150,0.0
50,0.4625,imcoh+elasticnet,30,0,4,session_0,30,1,defaultBand,004-2015,8,35,150,0.0
51,0.5,instantaneous+elasticnet,30,0,4,session_0,30,1,defaultBand,004-2015,8,35,150,0.0
52,0.4714285714285714,ensemble-noDR,30,0,4,session_1,30,1,defaultBand,004-2015,8,35,150,0.0
53,0.48571428571428577,cov+elasticnet,30,0,4,session_1,30,1,defaultBand,004-2015,8,35,150,0.0
54,0.5142857142857142,imcoh+elasticnet,30,0,4,session_1,30,1,defaultBand,004-2015,8,35,150,0.0
55,0.4714285714285714,instantaneous+elasticnet,30,0,4,session_1,30,1,defaultBand,004-2015,8,35,150,0.0
56,0.46249999999999997,RegCSP+shLDA,30,0,5,session_0,30,1,defaultBand,004-2015,8,35,160,0.0
57,0.5125000000000001,RegCSP+shLDA,30,0,5,session_1,30,1,defaultBand,004-2015,8,35,160,0.0
58,0.5,CSP+optSVM,30,0,5,session_0,30,1,defaultBand,004-2015,8,35,160,0.0
59,0.525,CSP+optSVM,30,0,5,session_1,30,1,defaultBand,004-2015,8,35,160,0.0
60,0.5125,FgMDM,30,0,5,session_0,30,1,defaultBand,004-2015,8,35,160,0.0
61,0.5249999999999999,FgMDM,30,0,5,session_1,30,1,defaultBand,004-2015,8,35,160,0.0
62,0.525,ensemble-noDR,30,0,5,session_0,30,1,defaultBand,004-2015,8,35,160,0.0
63,0.5125,cov+elasticnet,30,0,5,session_0,30,1,defaultBand,004-2015,8,35,160,0.0
64,0.4875,imcoh+elasticnet,30,0,5,session_0,30,1,defaultBand,004-2015,8,35,160,0.0
65,0.6125,instantaneous+elasticnet,30,0,5,session_0,30,1,defaultBand,004-2015,8,35,160,0.0
66,0.525,ensemble-noDR,30,0,5,session_1,30,1,defaultBand,004-2015,8,35,160,0.0
67,0.5125,cov+elasticnet,30,0,5,session_1,30,1,defaultBand,004-2015,8,35,160,0.0
68,0.475,imcoh+elasticnet,30,0,5,session_1,30,1,defaultBand,004-2015,8,35,160,0.0
69,0.475,instantaneous+elasticnet,30,0,5,session_1,30,1,defaultBand,004-2015,8,35,160,0.0
70,0.5,RegCSP+shLDA,30,0,6,session_0,30,1,defaultBand,004-2015,8,35,160,0.0
71,0.47500000000000003,RegCSP+shLDA,30,0,6,session_1,30,1,defaultBand,004-2015,8,35,160,0.0
72,0.525,CSP+optSVM,30,0,6,session_0,30,1,defaultBand,004-2015,8,35,160,0.0
73,0.5375,CSP+optSVM,30,0,6,session_1,30,1,defaultBand,004-2015,8,35,160,0.0
74,0.55,FgMDM,30,0,6,session_0,30,1,defaultBand,004-2015,8,35,160,0.0
75,0.5625,FgMDM,30,0,6,session_1,30,1,defaultBand,004-2015,8,35,160,0.0
76,0.675,ensemble-noDR,30,0,6,session_0,30,1,defaultBand,004-2015,8,35,160,0.0
77,0.5625,cov+elasticnet,30,0,6,session_0,30,1,defaultBand,004-2015,8,35,160,0.0
78,0.45,imcoh+elasticnet,30,0,6,session_0,30,1,defaultBand,004-2015,8,35,160,0.0
79,0.625,instantaneous+elasticnet,30,0,6,session_0,30,1,defaultBand,004-2015,8,35,160,0.0
80,0.5,ensemble-noDR,30,0,6,session_1,30,1,defaultBand,004-2015,8,35,160,0.0
81,0.5125,cov+elasticnet,30,0,6,session_1,30,1,defaultBand,004-2015,8,35,160,0.0
82,0.4875,imcoh+elasticnet,30,0,6,session_1,30,1,defaultBand,004-2015,8,35,160,0.0
83,0.5,instantaneous+elasticnet,30,0,6,session_1,30,1,defaultBand,004-2015,8,35,160,0.0
84,0.5125,RegCSP+shLDA,30,0,7,session_0,30,1,defaultBand,004-2015,8,35,150,0.0
85,0.44285714285714284,RegCSP+shLDA,30,0,7,session_1,30,1,defaultBand,004-2015,8,35,150,0.0
86,0.475,CSP+optSVM,30,0,7,session_0,30,1,defaultBand,004-2015,8,35,150,0.0
87,0.4285714285714286,CSP+optSVM,30,0,7,session_1,30,1,defaultBand,004-2015,8,35,150,0.0
88,0.5,FgMDM,30,0,7,session_0,30,1,defaultBand,004-2015,8,35,150,0.0
89,0.45714285714285713,FgMDM,30,0,7,session_1,30,1,defaultBand,004-2015,8,35,150,0.0
90,0.5,ensemble-noDR,30,0,7,session_0,30,1,defaultBand,004-2015,8,35,150,0.0
91,0.5,cov+elasticnet,30,0,7,session_0,30,1,defaultBand,004-2015,8,35,150,0.0
92,0.525,imcoh+elasticnet,30,0,7,session_0,30,1,defaultBand,004-2015,8,35,150,0.0
93,0.48750000000000004,instantaneous+elasticnet,30,0,7,session_0,30,1,defaultBand,004-2015,8,35,150,0.0
94,0.4714285714285714,ensemble-noDR,30,0,7,session_1,30,1,defaultBand,004-2015,8,35,150,0.0
