,score,pipeline,n_dr,thres,subject,session,channels,n_sessions,FreqBand,dataset,fmin,fmax,samples,time
63,0.575,cov+elasticnet,3,0,2,session_3,3,1,defaultBand,004-2014,8,35,680,0.0
64,0.48333333333333334,imcoh+elasticnet,3,0,2,session_3,3,1,defaultBand,004-2014,8,35,680,0.0
65,0.5,instantaneous+elasticnet,3,0,2,session_3,3,1,defaultBand,004-2014,8,35,680,0.0
66,0.5562499999999999,ensemble-noDR,3,0,2,session_4,3,1,defaultBand,004-2014,8,35,680,0.0
67,0.5562499999999999,cov+elasticnet,3,0,2,session_4,3,1,defaultBand,004-2014,8,35,680,0.0
68,0.49375,imcoh+elasticnet,3,0,2,session_4,3,1,defaultBand,004-2014,8,35,680,0.0
69,0.48125,instantaneous+elasticnet,3,0,2,session_4,3,1,defaultBand,004-2014,8,35,680,0.0
70,0.575,RegCSP+shLDA,3,0,3,session_0,3,1,defaultBand,004-2014,8,35,720,0.0
71,0.625,RegCSP+shLDA,3,0,3,session_1,3,1,defaultBand,004-2014,8,35,720,0.0
72,0.5,RegCSP+shLDA,3,0,3,session_2,3,1,defaultBand,004-2014,8,35,720,0.0
73,0.5375000000000001,RegCSP+shLDA,3,0,3,session_3,3,1,defaultBand,004-2014,8,35,720,0.0
74,0.53125,RegCSP+shLDA,3,0,3,session_4,3,1,defaultBand,004-2014,8,35,720,0.0
75,0.5666666666666667,CSP+optSVM,3,0,3,session_0,3,1,defaultBand,004-2014,8,35,720,0.0
76,0.6333333333333333,CSP+optSVM,3,0,3,session_1,3,1,defaultBand,004-2014,8,35,720,0.0
77,0.53125,CSP+optSVM,3,0,3,session_2,3,1,defaultBand,004-2014,8,35,720,0.0
78,0.5125,CSP+optSVM,3,0,3,session_3,3,1,defaultBand,004-2014,8,35,720,0.0
79,0.5625,CSP+optSVM,3,0,3,session_4,3,1,defaultBand,004-2014,8,35,720,0.0
80,0.5583333333333333,FgMDM,3,0,3,session_0,3,1,defaultBand,004-2014,8,35,720,0.0
81,0.6083333333333333,FgMDM,3,0,3,session_1,3,1,defaultBand,004-2014,8,35,720,0.0
82,0.5125,FgMDM,3,0,3,session_2,3,1,defaultBand,004-2014,8,35,720,0.0
83,0.54375,FgMDM,3,0,3,session_3,3,1,defaultBand,004-2014,8,35,720,0.0
84,0.5375,FgMDM,3,0,3,session_4,3,1,defaultBand,004-2014,8,35,720,0.0
85,0.55,ensemble-noDR,3,0,3,session_0,3,1,defaultBand,004-2014,8,35,720,0.0
86,0.55,cov+elasticnet,3,0,3,session_0,3,1,defaultBand,004-2014,8,35,720,0.0
87,0.45,imcoh+elasticnet,3,0,3,session_0,3,1,defaultBand,004-2014,8,35,720,0.0
88,0.44999999999999996,instantaneous+elasticnet,3,0,3,session_0,3,1,defaultBand,004-2014,8,35,720,0.0
89,0.6333333333333333,ensemble-noDR,3,0,3,session_1,3,1,defaultBand,004-2014,8,35,720,0.0
90,0.6333333333333333,cov+elasticnet,3,0,3,session_1,3,1,defaultBand,004-2014,8,35,720,0.0
91,0.5166666666666666,imcoh+elasticnet,3,0,3,session_1,3,1,defaultBand,004-2014,8,35,720,0.0
92,0.5583333333333333,instantaneous+elasticnet,3,0,3,session_1,3,1,defaultBand,004-2014,8,35,720,0.0
93,0.4875,ensemble-noDR,3,0,3,session_2,3,1,defaultBand,004-2014,8,35,720,0.0
94,0.50625,cov+elasticnet,3,0,3,session_2,3,1,defaultBand,004-2014,8,35,720,0.0
95,0.5125,imcoh+elasticnet,3,0,3,session_2,3,1,defaultBand,004-2014,8,35,720,0.0
96,0.5125,instantaneous+elasticnet,3,0,3,session_2,3,1,defaultBand,004-2014,8,35,720,0.0
97,0.55625,ensemble-noDR,3,0,3,session_3,3,1,defaultBand,004-2014,8,35,720,0.0
98,0.55625,cov+elasticnet,3,0,3,session_3,3,1,defaultBand,004-2014,8,35,720,0.0
99,0.54375,imcoh+elasticnet,3,0,3,session_3,3,1,defaultBand,004-2014,8,35,720,0.0
100,0.48124999999999996,instantaneous+elasticnet,3,0,3,session_3,3,1,defaultBand,004-2014,8,35,720,0.0
101,0.55,ensemble-noDR,3,0,3,session_4,3,1,defaultBand,004-2014,8,35,720,0.0
102,0.55625,cov+elasticnet,3,0,3,session_4,3,1,defaultBand,004-2014,8,35,720,0.0
103,0.5,imcoh+elasticnet,3,0,3,session_4,3,1,defaultBand,004-2014,8,35,720,0.0
104,0.53125,instantaneous+elasticnet,3,0,3,session_4,3,1,defaultBand,004-2014,8,35,720,0.0
105,0.8416666666666666,RegCSP+shLDA,3,0,4,session_0,3,1,defaultBand,004-2014,8,35,740,0.0
106,0.8214285714285714,RegCSP+shLDA,3,0,4,session_1,3,1,defaultBand,004-2014,8,35,740,0.0
107,0.98125,RegCSP+shLDA,3,0,4,session_2,3,1,defaultBand,004-2014,8,35,740,0.0
108,0.95,RegCSP+shLDA,3,0,4,session_3,3,1,defaultBand,004-2014,8,35,740,0.0
109,0.925,RegCSP+shLDA,3,0,4,session_4,3,1,defaultBand,004-2014,8,35,740,0.0
110,0.85,CSP+optSVM,3,0,4,session_0,3,1,defaultBand,004-2014,8,35,740,0.0
111,0.8500000000000001,CSP+optSVM,3,0,4,session_1,3,1,defaultBand,004-2014,8,35,740,0.0
112,0.98125,CSP+optSVM,3,0,4,session_2,3,1,defaultBand,004-2014,8,35,740,0.0
113,0.95,CSP+optSVM,3,0,4,session_3,3,1,defaultBand,004-2014,8,35,740,0.0
114,0.9312499999999999,CSP+optSVM,3,0,4,session_4,3,1,defaultBand,004-2014,8,35,740,0.0
115,0.85,FgMDM,3,0,4,session_0,3,1,defaultBand,004-2014,8,35,740,0.0
116,0.8285714285714285,FgMDM,3,0,4,session_1,3,1,defaultBand,004-2014,8,35,740,0.0
117,0.95625,FgMDM,3,0,4,session_2,3,1,defaultBand,004-2014,8,35,740,0.0
118,0.95,FgMDM,3,0,4,session_3,3,1,defaultBand,004-2014,8,35,740,0.0
119,0.91875,FgMDM,3,0,4,session_4,3,1,defaultBand,004-2014,8,35,740,0.0
120,0.875,ensemble-noDR,3,0,4,session_0,3,1,defaultBand,004-2014,8,35,740,0.0
121,0.875,cov+elasticnet,3,0,4,session_0,3,1,defaultBand,004-2014,8,35,740,0.0
122,0.6083333333333333,imcoh+elasticnet,3,0,4,session_0,3,1,defaultBand,004-2014,8,35,740,0.0
123,0.55,instantaneous+elasticnet,3,0,4,session_0,3,1,defaultBand,004-2014,8,35,740,0.0
124,0.8642857142857143,ensemble-noDR,3,0,4,session_1,3,1,defaultBand,004-2014,8,35,740,0.0
125,0.8642857142857143,cov+elasticnet,3,0,4,session_1,3,1,defaultBand,004-2014,8,35,740,0.0
126,0.6928571428571428,imcoh+elasticnet,3,0,4,session_1,3,1,defaultBand,004-2014,8,35,740,0.0
127,0.5571428571428572,instantaneous+elasticnet,3,0,4,session_1,3,1,defaultBand,004-2014,8,35,740,0.0
128,0.975,ensemble-noDR,3,0,4,session_2,3,1,defaultBand,004-2014,8,35,740,0.0
129,0.975,cov+elasticnet,3,0,4,session_2,3,1,defaultBand,004-2014,8,35,740,0.0
130,0.6375,imcoh+elasticnet,3,0,4,session_2,3,1,defaultBand,004-2014,8,35,740,0.0
131,0.59375,instantaneous+elasticnet,3,0,4,session_2,3,1,defaultBand,004-2014,8,35,740,0.0
132,0.94375,ensemble-noDR,3,0,4,session_3,3,1,defaultBand,004-2014,8,35,740,0.0
133,0.94375,cov+elasticnet,3,0,4,session_3,3,1,defaultBand,004-2014,8,35,740,0.0
134,0.6125,imcoh+elasticnet,3,0,4,session_3,3,1,defaultBand,004-2014,8,35,740,0.0
135,0.59375,instantaneous+elasticnet,3,0,4,session_3,3,1,defaultBand,004-2014,8,35,740,0.0
136,0.93125,ensemble-noDR,3,0,4,session_4,3,1,defaultBand,004-2014,8,35,740,0.0
137,0.93125,cov+elasticnet,3,0,4,session_4,3,1,defaultBand,004-2014,8,35,740,0.0
138,0.68125,imcoh+elasticnet,3,0,4,session_4,3,1,defaultBand,004-2014,8,35,740,0.0
139,0.60625,instantaneous+elasticnet,3,0,4,session_4,3,1,defaultBand,004-2014,8,35,740,0.0
140,0.5583333333333333,RegCSP+shLDA,3,0,5,session_0,3,1,defaultBand,004-2014,8,35,740,0.0
141,0.6214285714285714,RegCSP+shLDA,3,0,5,session_1,3,1,defaultBand,004-2014,8,35,740,0.0
142,0.8875,RegCSP+shLDA,3,0,5,session_2,3,1,defaultBand,004-2014,8,35,740,0.0
143,0.75625,RegCSP+shLDA,3,0,5,session_3,3,1,defaultBand,004-2014,8,35,740,0.0
144,0.7375,RegCSP+shLDA,3,0,5,session_4,3,1,defaultBand,004-2014,8,35,740,0.0
145,0.5583333333333333,CSP+optSVM,3,0,5,session_0,3,1,defaultBand,004-2014,8,35,740,0.0
146,0.6714285714285715,CSP+optSVM,3,0,5,session_1,3,1,defaultBand,004-2014,8,35,740,0.0
147,0.8875,CSP+optSVM,3,0,5,session_2,3,1,defaultBand,004-2014,8,35,740,0.0
148,0.78125,CSP+optSVM,3,0,5,session_3,3,1,defaultBand,004-2014,8,35,740,0.0
149,0.7375,CSP+optSVM,3,0,5,session_4,3,1,defaultBand,004-2014,8,35,740,0.0
150,0.5666666666666667,FgMDM,3,0,5,session_0,3,1,defaultBand,004-2014,8,35,740,0.0
151,0.65,FgMDM,3,0,5,session_1,3,1,defaultBand,004-2014,8,35,740,0.0
152,0.89375,FgMDM,3,0,5,session_2,3,1,defaultBand,004-2014,8,35,740,0.0
153,0.7875000000000001,FgMDM,3,0,5,session_3,3,1,defaultBand,004-2014,8,35,740,0.0
154,0.6375,FgMDM,3,0,5,session_4,3,1,defaultBand,004-2014,8,35,740,0.0
155,0.5666666666666667,ensemble-noDR,3,0,5,session_0,3,1,defaultBand,004-2014,8,35,740,0.0
156,0.5666666666666667,cov+elasticnet,3,0,5,session_0,3,1,defaultBand,004-2014,8,35,740,0.0
157,0.6583333333333333,imcoh+elasticnet,3,0,5,session_0,3,1,defaultBand,004-2014,8,35,740,0.0
158,0.5416666666666666,instantaneous+elasticnet,3,0,5,session_0,3,1,defaultBand,004-2014,8,35,740,0.0
159,0.65,ensemble-noDR,3,0,5,session_1,3,1,defaultBand,004-2014,8,35,740,0.0
160,0.6428571428571428,cov+elasticnet,3,0,5,session_1,3,1,defaultBand,004-2014,8,35,740,0.0
161,0.6142857142857143,imcoh+elasticnet,3,0,5,session_1,3,1,defaultBand,004-2014,8,35,740,0.0
162,0.45714285714285713,instantaneous+elasticnet,3,0,5,session_1,3,1,defaultBand,004-2014,8,35,740,0.0
163,0.89375,ensemble-noDR,3,0,5,session_2,3,1,defaultBand,004-2014,8,35,740,0.0
164,0.89375,cov+elasticnet,3,0,5,session_2,3,1,defaultBand,004-2014,8,35,740,0.0
165,0.56875,imcoh+elasticnet,3,0,5,session_2,3,1,defaultBand,004-2014,8,35,740,0.0
166,0.625,instantaneous+elasticnet,3,0,5,session_2,3,1,defaultBand,004-2014,8,35,740,0.0
167,0.775,ensemble-noDR,3,0,5,session_3,3,1,defaultBand,004-2014,8,35,740,0.0
168,0.76875,cov+elasticnet,3,0,5,session_3,3,1,defaultBand,004-2014,8,35,740,0.0
169,0.46875,imcoh+elasticnet,3,0,5,session_3,3,1,defaultBand,004-2014,8,35,740,0.0
170,0.525,instantaneous+elasticnet,3,0,5,session_3,3,1,defaultBand,004-2014,8,35,740,0.0
171,0.64375,ensemble-noDR,3,0,5,session_4,3,1,defaultBand,004-2014,8,35,740,0.0
172,0.63125,cov+elasticnet,3,0,5,session_4,3,1,defaultBand,004-2014,8,35,740,0.0
173,0.6125,imcoh+elasticnet,3,0,5,session_4,3,1,defaultBand,004-2014,8,35,740,0.0
174,0.60625,instantaneous+elasticnet,3,0,5,session_4,3,1,defaultBand,004-2014,8,35,740,0.0
175,0.7083333333333333,RegCSP+shLDA,3,0,6,session_0,3,1,defaultBand,004-2014,8,35,720,0.0
176,0.675,RegCSP+shLDA,3,0,6,session_1,3,1,defaultBand,004-2014,8,35,720,0.0
177,0.78125,RegCSP+shLDA,3,0,6,session_2,3,1,defaultBand,004-2014,8,35,720,0.0
178,0.7875000000000001,RegCSP+shLDA,3,0,6,session_3,3,1,defaultBand,004-2014,8,35,720,0.0
179,0.8875,RegCSP+shLDA,3,0,6,session_4,3,1,defaultBand,004-2014,8,35,720,0.0
180,0.725,CSP+optSVM,3,0,6,session_0,3,1,defaultBand,004-2014,8,35,720,0.0
181,0.7,CSP+optSVM,3,0,6,session_1,3,1,defaultBand,004-2014,8,35,720,0.0
182,0.775,CSP+optSVM,3,0,6,session_2,3,1,defaultBand,004-2014,8,35,720,0.0
183,0.81875,CSP+optSVM,3,0,6,session_3,3,1,defaultBand,004-2014,8,35,720,0.0
184,0.88125,CSP+optSVM,3,0,6,session_4,3,1,defaultBand,004-2014,8,35,720,0.0
185,0.7,FgMDM,3,0,6,session_0,3,1,defaultBand,004-2014,8,35,720,0.0
186,0.7166666666666667,FgMDM,3,0,6,session_1,3,1,defaultBand,004-2014,8,35,720,0.0
187,0.7562500000000001,FgMDM,3,0,6,session_2,3,1,defaultBand,004-2014,8,35,720,0.0
188,0.81875,FgMDM,3,0,6,session_3,3,1,defaultBand,004-2014,8,35,720,0.0
189,0.8687499999999999,FgMDM,3,0,6,session_4,3,1,defaultBand,004-2014,8,35,720,0.0
190,0.6916666666666667,ensemble-noDR,3,0,6,session_0,3,1,defaultBand,004-2014,8,35,720,0.0
191,0.7,cov+elasticnet,3,0,6,session_0,3,1,defaultBand,004-2014,8,35,720,0.0
192,0.5,imcoh+elasticnet,3,0,6,session_0,3,1,defaultBand,004-2014,8,35,720,0.0
193,0.5499999999999999,instantaneous+elasticnet,3,0,6,session_0,3,1,defaultBand,004-2014,8,35,720,0.0
194,0.7166666666666667,ensemble-noDR,3,0,6,session_1,3,1,defaultBand,004-2014,8,35,720,0.0
195,0.7083333333333334,cov+elasticnet,3,0,6,session_1,3,1,defaultBand,004-2014,8,35,720,0.0
196,0.5666666666666667,imcoh+elasticnet,3,0,6,session_1,3,1,defaultBand,004-2014,8,35,720,0.0
197,0.55,instantaneous+elasticnet,3,0,6,session_1,3,1,defaultBand,004-2014,8,35,720,0.0
198,0.7625,ensemble-noDR,3,0,6,session_2,3,1,defaultBand,004-2014,8,35,720,0.0
199,0.7625,cov+elasticnet,3,0,6,session_2,3,1,defaultBand,004-2014,8,35,720,0.0
200,0.51875,imcoh+elasticnet,3,0,6,session_2,3,1,defaultBand,004-2014,8,35,720,0.0
201,0.59375,instantaneous+elasticnet,3,0,6,session_2,3,1,defaultBand,004-2014,8,35,720,0.0
202,0.8125,ensemble-noDR,3,0,6,session_3,3,1,defaultBand,004-2014,8,35,720,0.0
203,0.80625,cov+elasticnet,3,0,6,session_3,3,1,defaultBand,004-2014,8,35,720,0.0
204,0.525,imcoh+elasticnet,3,0,6,session_3,3,1,defaultBand,004-2014,8,35,720,0.0
205,0.66875,instantaneous+elasticnet,3,0,6,session_3,3,1,defaultBand,004-2014,8,35,720,0.0
206,0.8687499999999999,ensemble-noDR,3,0,6,session_4,3,1,defaultBand,004-2014,8,35,720,0.0
207,0.8625,cov+elasticnet,3,0,6,session_4,3,1,defaultBand,004-2014,8,35,720,0.0
208,0.5562499999999999,imcoh+elasticnet,3,0,6,session_4,3,1,defaultBand,004-2014,8,35,720,0.0
209,0.6187499999999999,instantaneous+elasticnet,3,0,6,session_4,3,1,defaultBand,004-2014,8,35,720,0.0
210,0.675,RegCSP+shLDA,3,0,7,session_0,3,1,defaultBand,004-2014,8,35,720,0.0
211,0.5833333333333334,RegCSP+shLDA,3,0,7,session_1,3,1,defaultBand,004-2014,8,35,720,0.0
212,0.8375,RegCSP+shLDA,3,0,7,session_2,3,1,defaultBand,004-2014,8,35,720,0.0
213,0.70625,RegCSP+shLDA,3,0,7,session_3,3,1,defaultBand,004-2014,8,35,720,0.0
214,0.75,RegCSP+shLDA,3,0,7,session_4,3,1,defaultBand,004-2014,8,35,720,0.0
215,0.675,CSP+optSVM,3,0,7,session_0,3,1,defaultBand,004-2014,8,35,720,0.0
216,0.5916666666666667,CSP+optSVM,3,0,7,session_1,3,1,defaultBand,004-2014,8,35,720,0.0
217,0.83125,CSP+optSVM,3,0,7,session_2,3,1,defaultBand,004-2014,8,35,720,0.0
218,0.70625,CSP+optSVM,3,0,7,session_3,3,1,defaultBand,004-2014,8,35,720,0.0
219,0.74375,CSP+optSVM,3,0,7,session_4,3,1,defaultBand,004-2014,8,35,720,0.0
220,0.6666666666666667,FgMDM,3,0,7,session_0,3,1,defaultBand,004-2014,8,35,720,0.0
221,0.6,FgMDM,3,0,7,session_1,3,1,defaultBand,004-2014,8,35,720,0.0
222,0.8374999999999999,FgMDM,3,0,7,session_2,3,1,defaultBand,004-2014,8,35,720,0.0
223,0.69375,FgMDM,3,0,7,session_3,3,1,defaultBand,004-2014,8,35,720,0.0
224,0.7562500000000001,FgMDM,3,0,7,session_4,3,1,defaultBand,004-2014,8,35,720,0.0
225,0.6833333333333333,ensemble-noDR,3,0,7,session_0,3,1,defaultBand,004-2014,8,35,720,0.0
226,0.6583333333333334,cov+elasticnet,3,0,7,session_0,3,1,defaultBand,004-2014,8,35,720,0.0
227,0.5083333333333333,imcoh+elasticnet,3,0,7,session_0,3,1,defaultBand,004-2014,8,35,720,0.0
228,0.6583333333333333,instantaneous+elasticnet,3,0,7,session_0,3,1,defaultBand,004-2014,8,35,720,0.0
229,0.6166666666666667,ensemble-noDR,3,0,7,session_1,3,1,defaultBand,004-2014,8,35,720,0.0
230,0.5833333333333334,cov+elasticnet,3,0,7,session_1,3,1,defaultBand,004-2014,8,35,720,0.0
231,0.5583333333333333,imcoh+elasticnet,3,0,7,session_1,3,1,defaultBand,004-2014,8,35,720,0.0
232,0.575,instantaneous+elasticnet,3,0,7,session_1,3,1,defaultBand,004-2014,8,35,720,0.0
233,0.8625,ensemble-noDR,3,0,7,session_2,3,1,defaultBand,004-2014,8,35,720,0.0
234,0.8625,cov+elasticnet,3,0,7,session_2,3,1,defaultBand,004-2014,8,35,720,0.0
235,0.75625,imcoh+elasticnet,3,0,7,session_2,3,1,defaultBand,004-2014,8,35,720,0.0
236,0.75,instantaneous+elasticnet,3,0,7,session_2,3,1,defaultBand,004-2014,8,35,720,0.0
237,0.73125,ensemble-noDR,3,0,7,session_3,3,1,defaultBand,004-2014,8,35,720,0.0
238,0.70625,cov+elasticnet,3,0,7,session_3,3,1,defaultBand,004-2014,8,35,720,0.0
239,0.6187499999999999,imcoh+elasticnet,3,0,7,session_3,3,1,defaultBand,004-2014,8,35,720,0.0
240,0.66875,instantaneous+elasticnet,3,0,7,session_3,3,1,defaultBand,004-2014,8,35,720,0.0
241,0.7625,ensemble-noDR,3,0,7,session_4,3,1,defaultBand,004-2014,8,35,720,0.0
242,0.75,cov+elasticnet,3,0,7,session_4,3,1,defaultBand,004-2014,8,35,720,0.0
243,0.61875,imcoh+elasticnet,3,0,7,session_4,3,1,defaultBand,004-2014,8,35,720,0.0
244,0.65625,instantaneous+elasticnet,3,0,7,session_4,3,1,defaultBand,004-2014,8,35,720,0.0
245,0.5875,RegCSP+shLDA,3,0,8,session_0,3,1,defaultBand,004-2014,8,35,760,0.0
246,0.6000000000000001,RegCSP+shLDA,3,0,8,session_1,3,1,defaultBand,004-2014,8,35,760,0.0
247,0.8500000000000001,RegCSP+shLDA,3,0,8,session_2,3,1,defaultBand,004-2014,8,35,760,0.0
248,0.83125,RegCSP+shLDA,3,0,8,session_3,3,1,defaultBand,004-2014,8,35,760,0.0
249,0.90625,RegCSP+shLDA,3,0,8,session_4,3,1,defaultBand,004-2014,8,35,760,0.0
250,0.59375,CSP+optSVM,3,0,8,session_0,3,1,defaultBand,004-2014,8,35,760,0.0
251,0.6666666666666667,CSP+optSVM,3,0,8,session_1,3,1,defaultBand,004-2014,8,35,760,0.0
252,0.8625,CSP+optSVM,3,0,8,session_2,3,1,defaultBand,004-2014,8,35,760,0.0
253,0.85625,CSP+optSVM,3,0,8,session_3,3,1,defaultBand,004-2014,8,35,760,0.0
254,0.91875,CSP+optSVM,3,0,8,session_4,3,1,defaultBand,004-2014,8,35,760,0.0
255,0.5625,FgMDM,3,0,8,session_0,3,1,defaultBand,004-2014,8,35,760,0.0
256,0.625,FgMDM,3,0,8,session_1,3,1,defaultBand,004-2014,8,35,760,0.0
257,0.86875,FgMDM,3,0,8,session_2,3,1,defaultBand,004-2014,8,35,760,0.0
258,0.8374999999999999,FgMDM,3,0,8,session_3,3,1,defaultBand,004-2014,8,35,760,0.0
259,0.90625,FgMDM,3,0,8,session_4,3,1,defaultBand,004-2014,8,35,760,0.0
260,0.575,ensemble-noDR,3,0,8,session_0,3,1,defaultBand,004-2014,8,35,760,0.0
261,0.58125,cov+elasticnet,3,0,8,session_0,3,1,defaultBand,004-2014,8,35,760,0.0
262,0.58125,imcoh+elasticnet,3,0,8,session_0,3,1,defaultBand,004-2014,8,35,760,0.0
