,score,kappa,accuracy,pipeline,n_dr,thres,subject,session,channels,n_sessions,FreqBand,dataset,fmin,fmax,samples,time,split
130,0.5499999999999999,0.09999999999999998,0.55,CSP+optSVM,64,0.0,2,session_0,64,1,defaultBand,Cho2017,8,35,200,0.0,3
131,0.5,0.0,0.5,FgMDM,64,0.0,2,session_0,64,1,defaultBand,Cho2017,8,35,200,0.0,3
132,0.525,0.050000000000000044,0.525,ensemble-DR,64,0.0,2,session_0,64,1,defaultBand,Cho2017,8,35,200,0.0,3
133,0.5499999999999999,0.09999999999999998,0.55,cov+elasticnet,64,0.0,2,session_0,64,1,defaultBand,Cho2017,8,35,200,0.0,3
134,0.35,-0.30000000000000004,0.35,imcoh+DR+elasticnet,12,0.05,2,session_0,64,1,defaultBand,Cho2017,8,35,200,0.0,3
135,0.475,-0.050000000000000044,0.475,plv+DR+elasticnet,6,0.05,2,session_0,64,1,defaultBand,Cho2017,8,35,200,0.0,3
136,0.375,-0.25,0.375,wpli2_debiased+DR+elasticnet,12,0.05,2,session_0,64,1,defaultBand,Cho2017,8,35,200,0.0,3
137,0.55,0.09999999999999998,0.55,instantaneous+DR+elasticnet,12,0.05,2,session_0,64,1,defaultBand,Cho2017,8,35,200,0.0,3
138,0.6,0.19999999999999996,0.6,ensemble-noDR,64,0.0,2,session_0,64,1,defaultBand,Cho2017,8,35,200,0.0,3
139,0.5499999999999999,0.09999999999999998,0.55,cov+elasticnet,64,0.0,2,session_0,64,1,defaultBand,Cho2017,8,35,200,0.0,3
140,0.5,0.0,0.5,imcoh+elasticnet,64,0.0,2,session_0,64,1,defaultBand,Cho2017,8,35,200,0.0,3
141,0.44999999999999996,-0.10000000000000009,0.45,plv+elasticnet,64,0.0,2,session_0,64,1,defaultBand,Cho2017,8,35,200,0.0,3
142,0.375,-0.25,0.375,wpli2_debiased+elasticnet,64,0.0,2,session_0,64,1,defaultBand,Cho2017,8,35,200,0.0,3
143,0.55,0.09999999999999998,0.55,instantaneous+elasticnet,64,0.0,2,session_0,64,1,defaultBand,Cho2017,8,35,200,0.0,3
144,0.5,0.0,0.5,TRCSP+LDA,64,0.0,2,session_0,64,1,defaultBand,Cho2017,8,35,200,0.0,4
145,0.5,0.0,0.5,RegCSP+shLDA,64,0.0,2,session_0,64,1,defaultBand,Cho2017,8,35,200,0.0,4
146,0.525,0.050000000000000044,0.525,CSP+optSVM,64,0.0,2,session_0,64,1,defaultBand,Cho2017,8,35,200,0.0,4
147,0.5750000000000001,0.15000000000000002,0.575,FgMDM,64,0.0,2,session_0,64,1,defaultBand,Cho2017,8,35,200,0.0,4
148,0.35,-0.30000000000000004,0.35,ensemble-DR,64,0.0,2,session_0,64,1,defaultBand,Cho2017,8,35,200,0.0,4
149,0.5750000000000001,0.15000000000000002,0.575,cov+elasticnet,64,0.0,2,session_0,64,1,defaultBand,Cho2017,8,35,200,0.0,4
150,0.525,0.050000000000000044,0.525,imcoh+DR+elasticnet,6,0.05,2,session_0,64,1,defaultBand,Cho2017,8,35,200,0.0,4
151,0.5750000000000001,0.15000000000000002,0.575,plv+DR+elasticnet,19,0.05,2,session_0,64,1,defaultBand,Cho2017,8,35,200,0.0,4
152,0.42499999999999993,-0.1499999999999999,0.425,wpli2_debiased+DR+elasticnet,12,0.05,2,session_0,64,1,defaultBand,Cho2017,8,35,200,0.0,4
153,0.5,0.0,0.5,instantaneous+DR+elasticnet,19,0.05,2,session_0,64,1,defaultBand,Cho2017,8,35,200,0.0,4
154,0.5,0.0,0.5,ensemble-noDR,64,0.0,2,session_0,64,1,defaultBand,Cho2017,8,35,200,0.0,4
155,0.5750000000000001,0.15000000000000002,0.575,cov+elasticnet,64,0.0,2,session_0,64,1,defaultBand,Cho2017,8,35,200,0.0,4
156,0.375,-0.25,0.375,imcoh+elasticnet,64,0.0,2,session_0,64,1,defaultBand,Cho2017,8,35,200,0.0,4
