,score,pipeline,n_dr,thres,subject,session,channels,n_sessions,FreqBand,dataset,fmin,fmax,samples,time
56,0.87,cov+elasticnet,14,0,3,session_1,14,1,defaultBand,Zhou-2016,8,35,300,0.0
57,0.62,imcoh+elasticnet,14,0,3,session_1,14,1,defaultBand,Zhou-2016,8,35,300,0.0
58,0.8300000000000001,instantaneous+elasticnet,14,0,3,session_1,14,1,defaultBand,Zhou-2016,8,35,300,0.0
59,0.9299999999999999,ensemble-noDR,14,0,3,session_2,14,1,defaultBand,Zhou-2016,8,35,300,0.0
60,0.9199999999999999,cov+elasticnet,14,0,3,session_2,14,1,defaultBand,Zhou-2016,8,35,300,0.0
61,0.64,imcoh+elasticnet,14,0,3,session_2,14,1,defaultBand,Zhou-2016,8,35,300,0.0
62,0.88,instantaneous+elasticnet,14,0,3,session_2,14,1,defaultBand,Zhou-2016,8,35,300,0.0
63,0.8222222222222222,RegCSP+shLDA,14,0,4,session_0,14,1,defaultBand,Zhou-2016,8,35,290,0.0
64,0.9199999999999999,RegCSP+shLDA,14,0,4,session_1,14,1,defaultBand,Zhou-2016,8,35,290,0.0
65,0.85,RegCSP+shLDA,14,0,4,session_2,14,1,defaultBand,Zhou-2016,8,35,290,0.0
66,0.7555555555555555,CSP+optSVM,14,0,4,session_0,14,1,defaultBand,Zhou-2016,8,35,290,0.0
67,0.8999999999999999,CSP+optSVM,14,0,4,session_1,14,1,defaultBand,Zhou-2016,8,35,290,0.0
68,0.8400000000000001,CSP+optSVM,14,0,4,session_2,14,1,defaultBand,Zhou-2016,8,35,290,0.0
69,0.8,FgMDM,14,0,4,session_0,14,1,defaultBand,Zhou-2016,8,35,290,0.0
70,0.89,FgMDM,14,0,4,session_1,14,1,defaultBand,Zhou-2016,8,35,290,0.0
71,0.8400000000000001,FgMDM,14,0,4,session_2,14,1,defaultBand,Zhou-2016,8,35,290,0.0
72,0.8777777777777778,ensemble-noDR,14,0,4,session_0,14,1,defaultBand,Zhou-2016,8,35,290,0.0
73,0.9,cov+elasticnet,14,0,4,session_0,14,1,defaultBand,Zhou-2016,8,35,290,0.0
74,0.7222222222222222,imcoh+elasticnet,14,0,4,session_0,14,1,defaultBand,Zhou-2016,8,35,290,0.0
75,0.8444444444444444,instantaneous+elasticnet,14,0,4,session_0,14,1,defaultBand,Zhou-2016,8,35,290,0.0
76,0.9099999999999999,ensemble-noDR,14,0,4,session_1,14,1,defaultBand,Zhou-2016,8,35,290,0.0
77,0.9099999999999999,cov+elasticnet,14,0,4,session_1,14,1,defaultBand,Zhou-2016,8,35,290,0.0
78,0.6399999999999999,imcoh+elasticnet,14,0,4,session_1,14,1,defaultBand,Zhou-2016,8,35,290,0.0
79,0.8,instantaneous+elasticnet,14,0,4,session_1,14,1,defaultBand,Zhou-2016,8,35,290,0.0
80,0.85,ensemble-noDR,14,0,4,session_2,14,1,defaultBand,Zhou-2016,8,35,290,0.0
81,0.88,cov+elasticnet,14,0,4,session_2,14,1,defaultBand,Zhou-2016,8,35,290,0.0
82,0.64,imcoh+elasticnet,14,0,4,session_2,14,1,defaultBand,Zhou-2016,8,35,290,0.0
83,0.81,instantaneous+elasticnet,14,0,4,session_2,14,1,defaultBand,Zhou-2016,8,35,290,0.0
