,score,time,samples,fmin,fmax,thres,n_dr,subject,session,channels,n_sessions,dataset,pipeline,freqband
37,0.6009523868560791,7.2947540283203125,144.0,8.0,35.0,0.05000000074505806,5.0,4,session_T,22,1,001-2014,imcoh+DR+elasticnet,defaultBand
38,0.5862585306167603,7.049027442932129,144.0,8.0,35.0,0.009999999776482582,5.0,5,session_E,22,1,001-2014,imcoh+DR+elasticnet,defaultBand
39,0.6070748567581177,7.148483753204346,144.0,8.0,35.0,0.004999999888241291,5.0,5,session_T,22,1,001-2014,imcoh+DR+elasticnet,defaultBand
40,0.7512245178222656,11.784208297729492,144.0,8.0,35.0,0.004999999888241291,5.0,1,session_E,22,1,001-2014,plv+DR+elasticnet,defaultBand
41,0.8172109127044678,15.084033966064453,144.0,8.0,35.0,0.004999999888241291,5.0,1,session_T,22,1,001-2014,plv+DR+elasticnet,defaultBand
42,0.5931972861289978,9.741108894348145,144.0,8.0,35.0,0.05000000074505806,5.0,2,session_E,22,1,001-2014,plv+DR+elasticnet,defaultBand
43,0.5799999833106995,11.641250610351562,144.0,8.0,35.0,0.009999999776482582,5.0,2,session_T,22,1,001-2014,plv+DR+elasticnet,defaultBand
44,0.758027195930481,10.98600959777832,144.0,8.0,35.0,0.05000000074505806,15.0,3,session_E,22,1,001-2014,plv+DR+elasticnet,defaultBand
45,0.7926530838012695,10.351408958435059,144.0,8.0,35.0,0.05000000074505806,5.0,3,session_T,22,1,001-2014,plv+DR+elasticnet,defaultBand
46,0.4778231382369995,15.226032257080078,144.0,8.0,35.0,0.05000000074505806,10.0,4,session_E,22,1,001-2014,plv+DR+elasticnet,defaultBand
47,0.5940136313438416,15.308158874511719,144.0,8.0,35.0,0.004999999888241291,10.0,4,session_T,22,1,001-2014,plv+DR+elasticnet,defaultBand
48,0.5042856931686401,9.24023723602295,144.0,8.0,35.0,0.009999999776482582,10.0,5,session_E,22,1,001-2014,plv+DR+elasticnet,defaultBand
49,0.5645578503608704,10.485458374023438,144.0,8.0,35.0,0.05000000074505806,5.0,5,session_T,22,1,001-2014,plv+DR+elasticnet,defaultBand
50,0.7425169944763184,3.0159847736358643,144.0,8.0,35.0,0.0,22.0,1,session_E,22,1,001-2014,plv+elasticnet,defaultBand
51,0.7763945460319519,2.824735641479492,144.0,8.0,35.0,0.0,22.0,1,session_T,22,1,001-2014,plv+elasticnet,defaultBand
52,0.5354421734809875,3.046631097793579,144.0,8.0,35.0,0.0,22.0,2,session_E,22,1,001-2014,plv+elasticnet,defaultBand
53,0.4789115786552429,2.9776549339294434,144.0,8.0,35.0,0.0,22.0,2,session_T,22,1,001-2014,plv+elasticnet,defaultBand
54,0.783401370048523,2.8874778747558594,144.0,8.0,35.0,0.0,22.0,3,session_E,22,1,001-2014,plv+elasticnet,defaultBand
55,0.7628571391105652,2.91705322265625,144.0,8.0,35.0,0.0,22.0,3,session_T,22,1,001-2014,plv+elasticnet,defaultBand
56,0.49884355068206787,2.737833023071289,144.0,8.0,35.0,0.0,22.0,4,session_E,22,1,001-2014,plv+elasticnet,defaultBand
57,0.44170066714286804,2.8255059719085693,144.0,8.0,35.0,0.0,22.0,4,session_T,22,1,001-2014,plv+elasticnet,defaultBand
58,0.5935373902320862,3.0595011711120605,144.0,8.0,35.0,0.0,22.0,5,session_E,22,1,001-2014,plv+elasticnet,defaultBand
59,0.5804761648178101,3.018653631210327,144.0,8.0,35.0,0.0,22.0,5,session_T,22,1,001-2014,plv+elasticnet,defaultBand
